[ 2025-10-06 21:59:23,880 ] 18 root - INFO - Initiate the data ingestion
[ 2025-10-06 21:59:25,685 ] 90 root - INFO - Exported data from MongoDB as DataFrame
[ 2025-10-06 21:59:25,752 ] 94 root - INFO - Exported data into feature store
[ 2025-10-06 21:59:25,754 ] 62 root - INFO - Performed train test split on the dataframe
[ 2025-10-06 21:59:25,755 ] 67 root - INFO - Exporting train and test file path
[ 2025-10-06 21:59:25,819 ] 81 root - INFO - Exported train and test file path
[ 2025-10-06 21:59:25,819 ] 98 root - INFO - Train test split completed
[ 2025-10-06 21:59:25,819 ] 106 root - INFO - Data ingestion artifact created successfully
[ 2025-10-06 21:59:25,819 ] 20 root - INFO - Data Initiation Completed
